Area,ED,Energy,SS,ResidueLength,PairNumber
6567.32,10515.8,-2088.73,23,109,689
3742.55,520.962,-1002.2,2,36,35
16006.4,118469.0,-7085.0,174,370,4730
13491.8,78991.2,-2634.26,158,320,3466
11785.4,33523.0,2440.4,47,210,1213
14410.4,79233.2,1012.67,157,320,3466
7910.22,11520.3,49383.6,212,114,689
3802.32,439.108,-721.2,1,36,35
4463.45,2031.29,-41.0785,6,63,166
11782.4,24609.0,-4259.0,143,197,1212
4988.69,3040.26,-2278.5,4,65,202
5738.05,12751.7,-1850.8,18,103,883
16243.4,121704.0,-4862.0,19,283,2543
5090.59,1812.6,-1395.7,2,70,131
10601.4,44422.5,2405.4,214,159,2181
10721.0,43708.0,-5055.0,14,208,2188
4731.92,1933.7,6949100.0,197,63,166
4489.4,526.405,-142.63,23,65,35
5697.66,1113.85,-1243.5,2,57,76
15694.1,162964.0,-7358.3,194,352,6744
5216.9,2918.61,-1558.9,11,72,205
22149.9,350784.0,661278.0,280,440,10967
4874.8,1610.36,-1223.4,6,70,131
6958.08,12050.2,-1007.96,10,105,765
3928.36,2140.74,-633.77,8,63,184
11545.0,60319.1,-1614.39,216,214,2600
27127.7,747880.0,-11468.0,95,551,17887
9861.62,25849.3,-618.232,29,174,1415
26583.3,309356.0,-15417.0,114,585,9559
21338.0,276786.0,1.97007,288,420,9137
4202.89,780.274,-1903.5,13,54,64
11566.2,53824.5,-1598.31,183,209,2534
9701.06,40295.0,-3120.04,64,196,1885
5053.75,2866.62,-914.69,32,63,184
13394.4,60238.6,-3828.26,183,223,2822
11624.0,92106.0,-5656.0,40,236,4059
9802.38,25950.3,-2070.74,24,174,1415
13645.3,134916.0,-3223.34,208,279,5626
7649.26,10786.6,-445.451,219,101,584
12857.1,83182.7,-4622.45,77,252,3882
19469.2,227529.0,-8675.0,215,429,6760
8458.24,8875.08,2431.8,33,144,553
12088.8,28496.9,-731.79,36,178,1410
5408.58,3470.91,-758.759,115,51,132
6779.48,9117.09,81676.2,131,95,543
4374.33,2580.01,-771.07,17,65,202
9088.79,25322.0,224254.0,27,157,1519
5124.87,2998.73,-1884.4,3,65,202
4512.8,6755.38,-319.31,28,68,481
6691.93,3598.39,523.82,25,101,206
4494.34,2267.27,-859.58,6,61,184
8272.03,21352.3,1012.2,38,143,1203
4365.95,1243.1,-991.76,15,59,101
4533.79,524.768,-114.12,23,65,35
12157.5,36727.3,441094.0,8,225,1755
7033.94,4495.52,-2235.3,10,110,294
5882.71,4734.02,-787.329,18,85,343
3778.93,473.01,-674.49,3,36,35
8207.36,14978.4,-641.014,98,140,845
6309.66,5295.45,-1353.63,7,99,321
14031.9,135859.0,-2086.97,206,279,5626
12608.3,37940.5,-1479.95,150,225,1755
11228.1,39556.8,-935.024,28,193,2118
10955.0,27047.9,-2255.75,55,214,1469
4742.57,6894.69,133.35,24,68,481
9443.99,30629.4,337827.0,141,179,1626
5095.51,3200.21,332910.0,157,71,249
8150.71,8903.0,-2398.0,11,144,554
17099.2,136494.0,-10925.0,82,418,5223
4602.2,2691.01,-351.6,22,65,202
4416.88,1036.6,-446.2,27,62,102
6715.13,7093.42,207907.0,77,118,426
4463.09,2477.85,-651.09,13,63,184
3789.48,539.564,-693.8,5,43,52
4181.07,1690.51,-486.78,4,61,134
15641.6,90943.4,159859000.0,280,254,3973
3685.71,558.966,-274.28,17,43,52
8120.02,16385.0,387818000.0,158,133,890
7334.48,11451.0,-3473.0,35,122,730
7554.86,12523.8,-716.651,136,123,726
19217.4,205811.0,-10695.0,61,390,6741
14014.2,141347.0,-540.672,265,308,6057
4331.99,5830.41,-46.822,18,68,481
4363.91,2799.73,-397.01,18,65,202
4582.8,2614.43,-817.08,28,63,184
14443.2,91834.2,-2800.51,225,254,3885
9010.48,12166.2,-814.657,125,136,619
5208.83,2831.41,-158.08,11,72,205
10957.4,15688.0,-2751.0,69,144,697
8746.07,17877.0,-4436.0,60,145,968
9539.96,27295.7,-1129.97,174,158,1403
3496.46,540.372,-445.38,5,43,52
18279.6,206970.0,-8591.0,282,350,6633
4325.39,643.465,-934.76,16,58,43
9351.51,22154.0,-3062.0,23,127,973
4371.21,6276.2,-228.53,21,68,481
12083.4,73304.2,-4673.37,33,249,3630
9890.0,17482.0,-2680.0,24,137,886
16436.4,161412.0,-1838.96,221,352,6744
4715.16,1738.32,216.19,14,61,116
4480.21,2088.91,506.52,10,75,165
12014.8,54540.6,-3069.9,44,220,2461
12581.1,49348.0,-2888.07,34,262,2394
5048.95,2953.09,-838.01,10,72,205
15139.2,90833.2,-3691.88,131,223,2059
4417.3,997.288,-682.53,16,55,88
8570.87,39809.0,-3428.0,30,171,2184
16096.8,164435.0,-7940.58,216,352,6744
3320.62,667.584,53.226,3,31,53
14197.3,94748.1,-5073.72,236,254,3885
14747.5,86891.0,-3507.0,49,305,3221
4559.16,6019.2,643.94,15,67,481
4194.56,526.423,15.026,22,65,35
20518.1,377744.0,-13820.0,100,483,12829
11308.9,45343.2,1881.47,140,215,2188
8950.88,39562.6,-3938.48,75,196,1885
20434.1,258287.0,-11966.7,287,540,8870
3746.57,399.517,435.64,7,54,28
3795.75,1180.1,-915.29,8,55,88
15377.2,166392.0,-5319.72,49,320,6391
3511.15,695.48,269.77,2,31,53
12445.6,80724.0,-6302.0,143,266,3627
6340.12,3518.47,114.04,17,101,206
17761.9,84880.5,1574.0,79,340,3632
22892.3,222066.0,-11301.0,209,426,7838
5781.25,2538.09,333.96,11,81,169
12243.3,79012.1,291.427,37,252,3882
3787.7,1212.85,-804.03,9,55,88
5486.91,4740.29,-303.673,21,85,343
11531.3,45643.0,-6339.66,150,273,2061
4581.07,545.303,114.95,23,65,35
4190.82,3035.82,-479.83,30,65,202
9457.11,36538.1,-4076.58,29,196,1997
3218.35,571.267,-608.76,3,51,45
5684.12,875.0,-937.0,10,73,64
5526.45,1115.11,-1052.1,6,57,76
4771.77,2836.08,-1201.9,120,77,244
16375.7,91296.0,-6837.0,70,305,3140
4634.78,1504.75,-1030.7,6,70,131
16649.0,180424.0,-10480.0,50,356,6857
9210.27,16938.0,-1397.66,25,142,844
8995.02,16482.2,49190.8,49,160,976
3545.08,538.387,-608.38,15,43,52
9058.56,24049.4,11837.3,106,154,1252
12077.0,68227.0,2511.1,57,201,3289
13951.4,135890.0,-3223.05,204,279,5626
6687.47,8010.1,-2750.1,6,106,549
13088.1,81948.6,4294090000.0,145,252,3882
7971.15,10921.5,149644.0,124,124,588
6332.12,4789.78,-2036.6,15,107,319
4137.59,2193.84,-495.65,26,63,184
14723.8,80178.8,836.946,282,320,3466
5003.6,1321.81,180.36,13,59,101
8790.51,28364.5,-1413.58,114,132,1513
8096.65,13960.0,-2420.0,35,178,812
4981.06,1141.92,-765.732,33,66,87
3756.74,552.848,-610.99,5,43,52
23920.1,279875.0,-10731.8,288,540,8870
3601.5,584.881,-87.544,17,43,52
9204.66,11260.3,1258.51,37,156,654
5025.06,3938.0,-2767.0,5,90,271
6211.13,7810.22,-1993.2,23,102,517
11895.4,32151.2,17956.8,166,203,1580
22731.1,282795.0,-4580.27,60,468,9276
10794.4,132319.0,-6067.96,177,279,5626
12878.0,41536.2,-2489.78,41,278,1938
9708.09,30767.9,-1831.61,37,171,1747
3499.45,604.177,-187.12,15,43,52
13759.7,79688.0,-5038.0,70,283,3298
13705.9,71196.3,140766.0,61,325,3143
8608.53,23982.0,-4126.0,20,156,1309
6910.29,13650.0,-2795.0,19,119,846
15793.8,193095.0,-6398.0,17,353,6647
7839.69,9287.59,11271.4,91,138,554
12523.9,95680.7,809001.0,183,273,4429
6841.81,5096.65,-1381.04,42,79,292
17228.7,230844.0,-8095.0,94,419,8352
10203.0,30253.8,-793.187,45,171,1747
8379.39,9499.81,-2159.55,203,130,490
17342.9,217739.0,-2397.19,258,336,8195
11388.3,32465.0,3280.7,65,210,1213
9386.98,7653.0,-2669.0,29,128,426
4645.04,2952.7,-244.89,18,65,202
13788.3,91307.9,-2004.89,226,254,3885
5862.08,12988.2,-987.92,9,103,883
18259.5,159913.0,-10229.0,50,390,5968
27170.9,629448.0,-12993.0,138,674,18282
4171.18,6348.41,162.29,18,68,481
12332.5,60063.4,368319.0,198,214,2600
11998.8,78029.1,1674.34,37,252,3882
4260.11,2563.91,-905.71,18,65,202
8112.5,9607.71,7486540.0,202,130,490
11418.2,55988.9,1880.16,176,209,2967
7256.68,12383.9,-2613.83,27,123,725
13588.7,102517.0,-6310.0,87,306,4342
19601.5,269771.0,-10686.0,223,440,7593
5501.32,2000.05,-1146.2,8,77,165
4618.16,2963.56,-923.96,23,65,202
6019.8,5190.26,-355.54,74,86,367
3472.31,548.106,-261.3,14,43,52
9561.79,39725.7,-4204.5,107,207,1995
8515.21,20863.4,379.11,39,143,1203
11364.4,43360.2,-4588.2,148,223,2059
3619.67,564.877,-53.308,15,43,52
8685.76,18484.1,-4925.7,16,146,891
5626.48,1088.05,-1581.0,10,57,76
6839.38,13436.8,-764.473,181,96,804
12523.7,32763.0,1692.0,48,210,1213
5414.3,4784.9,-1029.47,19,85,343
4766.1,2817.27,-941.27,17,65,202
4911.31,2017.27,-97.223,5,75,165
13149.5,72536.3,-1331.35,34,262,3211
12674.9,85258.9,-3577.4,53,291,3799
15496.8,128042.0,-8414.0,251,325,5739
5249.24,1743.95,-974.45,5,70,131
3449.2,657.678,234.64,4,31,53
4361.89,547.789,312.63,28,65,35
7341.2,13947.7,-1535.2,26,120,809
13192.1,138812.0,-5526.01,174,279,5626
12301.7,78689.3,-627.038,41,252,3882
10895.0,22033.0,-3578.0,24,229,1072
5677.8,3371.57,3299.36,16,71,249
21625.9,333010.0,-11069.0,101,415,9262
4428.5,6249.61,227.28,21,67,481
15817.0,81124.3,-1880.59,130,223,2059
8720.32,38743.2,20288.9,76,196,1885
3701.19,2056.84,-1956.1,4,63,184
20611.4,255503.0,311861000.0,267,540,8870
8458.13,8867.61,2613.1,36,144,553
6202.74,5452.0,-1868.0,40,98,345
5229.85,2314.0,-2097.0,7,81,184
21461.9,410443.0,5141.88,95,471,14125
8680.76,11955.7,-951.815,124,136,619
5377.99,1010.6,-1513.0,6,57,76
6162.4,3975.37,1055.0,32,100,294
14984.3,91043.9,-560.154,222,254,3973
15072.6,94854.9,1733.34,252,294,4249
13758.7,51414.7,-2396.99,225,262,2394
4598.28,2373.87,637374.0,185,54,165
18202.0,217802.0,-10080.0,64,399,8339
11925.6,72178.0,-6043.0,38,272,3296
9228.01,11704.5,-171.969,123,136,619
6868.97,7683.0,-2745.0,37,116,517
6189.07,5265.5,-739.11,9,105,371
7192.89,12446.7,-927.639,141,123,726
4495.83,6334.02,-141.06,11,67,481
13932.8,51380.5,30160100.0,157,288,2334
11086.0,45950.0,-4715.0,28,206,2194
12278.2,69048.8,-813.691,199,247,3373
5973.8,4038.58,-93.46,12,100,294
3976.88,693.658,49.508,17,58,43
9773.44,38231.6,-2105.05,36,180,2054
3913.73,1455.22,-789.979,159,52,133
7586.93,6917.85,-645.434,166,108,428
10211.4,34065.5,465.367,199,208,1691
5266.77,2930.0,-2285.0,13,75,187
6007.12,13176.7,-1339.7,15,103,883
5623.14,3414.74,-1424.32,59,86,205
7780.57,13795.4,-3030.68,40,170,771
16887.0,161761.0,-975.174,225,352,6744
9442.0,28657.4,-2838.81,42,156,1364
7465.55,8661.5,-906.723,8,95,543
11812.7,33824.6,2808.2,52,210,1213
6805.4,6523.96,-898.205,86,95,372
4150.28,2675.91,-119.66,24,62,222
6589.94,7229.24,-1095.6,16,118,426
13343.8,80311.4,-5846.92,40,272,3539
13510.0,142606.0,1274.95,211,308,6057
5014.16,2145.03,-527.56,12,75,165
14733.3,102065.0,-3290.4,52,283,3965
12188.7,16295.0,-4090.0,184,186,524
4132.87,6564.74,-339.69,24,68,481
3991.26,697.266,-241.57,14,58,43
6382.26,5518.18,-1756.32,82,86,367
16008.2,157288.0,2598.5,104,310,6737
6816.35,9614.83,-2804.51,10,123,621
13326.0,118648.0,-6901.0,57,307,5214
4308.79,6337.81,826.31,15,67,481
6884.72,12508.8,-1241.52,7,123,726
15480.5,75724.6,1454.51,256,336,3302
7399.73,13363.0,-2796.53,86,137,769
11258.5,31800.9,-419.217,40,203,1580
4424.63,1782.54,-692.62,7,66,164
13366.0,71552.0,-4972.0,63,251,3130
3701.94,442.917,-616.47,3,36,35
5376.42,4006.38,-509.36,12,85,267
3745.59,2144.58,-205.55,12,43,161
8127.91,8845.78,-2963.47,132,136,521
3706.02,553.52,-525.3,5,43,52
11650.2,36852.9,-5137.11,131,234,1581
15402.3,124884.0,-7913.0,344,301,4916
3787.84,1197.58,-740.33,9,55,88
6747.89,8166.0,-1481.0,41,127,550
8452.17,9496.1,-2351.19,200,130,490
6494.4,9705.0,-1880.0,16,114,620
20688.1,162818.0,-10958.0,111,420,5230
8461.08,11997.5,-1629.99,120,128,693
4811.69,2713.59,1286.74,102,67,224
3793.62,424.792,670.28,11,54,28
4328.99,2728.26,-1260.9,30,63,184
3738.18,371.344,863.27,11,54,28
4750.72,1979.85,-880.44,3,75,165
9158.24,20290.0,-2791.91,171,163,1162
23798.5,409224.0,-14081.0,105,552,12996
6638.33,10333.6,-1249.0,23,109,689
12998.7,134743.0,-2584.46,58,279,5626
3367.45,665.769,170.98,4,31,53
9336.5,29214.2,21389.3,32,179,1626
6921.6,7784.74,-2512.6,11,117,427
4542.39,6445.18,1009.6,13,67,481
8553.85,11848.7,-2363.99,209,117,519
9335.32,37582.3,-2122.42,37,180,2054
4290.56,494.527,339.47,21,65,35
12973.2,50791.0,-6804.0,151,288,2328
5889.18,7151.62,144.022,50,104,457
17365.3,123870.0,-7688.0,58,309,4251
6334.6,5014.09,-1788.2,13,87,322
13571.3,49574.5,-1701.19,135,215,2188
9460.1,17590.5,-2265.89,152,172,973
8388.05,9533.37,-3019.8,183,135,587
11981.9,33423.9,1318.5,41,210,1213
8716.47,20154.6,-2442.25,100,163,1162
10574.9,19986.0,-904.094,20,157,1113
5767.51,2531.97,448.15,7,81,169
4092.77,708.874,-358.1,16,58,43
13440.7,47276.0,-4723.0,158,205,1362
3474.86,1359.07,-593.958,2,40,100
17043.6,136879.0,-6925.0,47,344,5211
15354.8,178483.0,2638.61,65,367,7087
15503.6,59527.6,-1351.23,136,215,2188
4427.91,2050.91,305.2,10,75,165
4750.21,1284.04,-1291.7,20,66,101
9494.57,22472.5,-953.476,216,145,1156
19872.8,271426.0,3601.47,340,420,9137
14883.9,113041.0,-8358.0,37,311,4910
13742.2,144015.0,-4812.36,200,248,5018
26905.2,533968.0,116459000.0,247,540,18067
10999.7,23324.3,10449.9,39,176,1313
12260.2,55052.0,-2957.2,50,220,2461
4266.73,2746.17,-704.28,27,65,202
15554.1,75436.5,47516.6,261,336,3302
7326.25,6728.0,-3337.0,12,114,428
12633.9,73636.8,-1830.08,28,249,3630
3749.32,497.421,-930.57,2,36,35
4346.86,569.883,586.03,26,65,35
15277.1,107642.0,-10052.0,244,357,4623
5534.15,2974.59,-646.62,7,65,202
4405.51,2314.44,-239.18,4,61,184
4641.5,1652.93,-1063.7,4,70,131
7467.5,14101.5,-2206.23,100,140,845
6644.73,7318.17,747.25,26,109,432
26452.0,553265.0,-12980.0,114,617,16781
5903.56,6912.46,-3384.0,22,92,485
7620.4,20031.0,-3901.0,66,157,1208
6591.64,7155.68,-848.316,107,95,427
5508.22,2385.27,1146.1,3,81,169
5643.45,3107.48,-1386.2,10,94,224
13621.4,161140.0,-8372.0,47,325,6619
15849.6,137662.0,1699430000.0,69,279,5626
10225.0,26340.5,-2307.59,52,214,1469
19273.1,196483.0,14814.0,155,390,7459
6391.95,4406.62,360.25,22,100,294
9843.44,38345.8,-2612.71,48,180,2054
10642.8,36965.8,357830.0,213,193,2118
15413.7,216620.0,-4444.45,269,336,8195
7604.88,33095.1,16672.1,85,148,1919
4316.42,2558.11,-1349.9,15,65,202
17112.4,219956.0,-13390.0,19,366,8086
13672.0,76606.0,-4133.0,34,246,2680
3886.69,389.514,1183.8,11,54,28
13316.9,90144.0,-5879.0,49,277,4151
7183.58,4092.19,-1361.31,87,101,249
11161.7,41686.5,-3465.21,159,227,2059
4275.11,672.754,-811.59,15,58,43
12434.6,71880.9,75537.4,186,262,3211
3993.25,2194.49,-488.294,51,54,165
5748.09,2631.08,304.61,5,81,169
5898.65,4147.21,12.645,21,100,294
10071.8,37738.3,-713.102,25,193,2118
21035.6,411975.0,-1752.48,94,467,14125
8545.74,15570.0,-3387.0,29,152,930
13172.3,90527.0,-4731.08,213,254,3885
10665.4,17643.2,10978.3,153,172,973
7374.56,14058.0,-3342.0,91,125,769
5033.63,4050.38,-1227.9,11,85,346
9051.81,16479.2,-1610.42,50,160,976
8767.22,4768.08,66.2224,31,131,271
7242.44,14836.3,-1582.86,192,96,804
4063.14,1178.93,-57.131,1,59,101
12688.8,30547.7,-138.15,44,178,1410
9676.31,39751.1,308455.0,227,159,2181
4331.49,973.322,-860.26,4,55,88
15924.2,161925.0,2717.1,102,310,6737
17892.2,156781.0,-7701.0,90,402,5751
18169.6,138783.0,-8446.61,311,449,5537
5862.8,7529.28,-319.59,15,99,583
4474.31,727.948,16.714,29,58,43
5330.03,4257.61,-1229.93,14,88,292
6981.22,13167.1,-711.558,186,96,804
4267.54,389.649,1387.7,11,54,28
4884.25,530.179,-68.089,22,65,35
6517.77,12118.7,1656.48,14,105,765
12520.6,56054.2,-2197.81,144,218,2391
6767.17,6616.21,9420.81,97,95,427
5996.49,5330.85,-1227.06,83,86,367
18617.7,178377.0,24928.4,243,403,6746
4095.61,1441.61,1130.62,161,52,133
14688.6,83343.4,24102.2,160,223,2822
10421.3,44034.7,2130.81,148,197,2257
13532.2,55822.4,-4577.32,157,223,2059
8675.44,30221.0,-1765.0,19,168,1571
7599.21,9302.53,953.47,18,130,515
6572.89,7283.88,-2698.6,28,92,485
3928.2,2188.49,-1164.26,51,54,165
16639.9,83804.9,5248.0,84,340,3632
16031.2,90527.4,-6134.2,106,301,3369
6989.8,11292.4,40414.2,148,111,651
11094.7,56177.3,-790.094,29,209,2967
5574.11,4660.9,-1282.53,91,72,340
4492.8,2161.91,-1490.3,12,71,188
3345.32,628.213,113.97,11,51,45
15509.2,176044.0,-11186.0,113,338,5638
6181.28,5250.52,-1641.6,8,105,371
12316.1,55683.0,7726.97,109,224,2192
3755.3,563.831,-458.77,15,43,52
14017.1,99227.8,-5407.0,195,273,4429
4403.45,6515.97,-157.23,15,68,481
3719.35,508.203,-816.36,1,36,35
10709.9,27430.7,49328600.0,147,172,1412
8765.84,17093.5,2420.62,225,133,890
15057.5,85240.0,-7338.0,65,328,3464
14895.5,84297.5,-4170.77,116,223,2059
6480.0,5322.73,490355.0,106,96,347
6246.21,4224.17,-1303.57,85,88,318
7431.14,9260.59,-1833.76,89,138,554
6166.8,1162.83,-1239.8,7,57,76
4085.56,396.905,1325.9,11,54,28
5674.03,2494.86,1102.3,8,81,169
11102.1,27532.9,286889.0,47,214,1469
12531.9,58910.0,-6963.0,52,206,2261
5253.95,2149.83,-607.54,9,75,165
9829.73,27490.3,-3948.65,65,194,1521
3490.54,710.348,106.57,3,31,53
5972.08,13055.9,-822.1,14,103,883
14446.1,102373.0,-2225.97,158,273,4429
12951.4,60885.6,-2237.92,33,247,2754
5686.35,7591.64,-605.034,12,104,457
15983.5,159951.0,1305.9,100,310,6737
3787.92,459.049,-842.27,1,36,35
15456.4,165029.0,-1496.0,47,320,6391
3446.82,697.251,-221.77,6,31,53
5714.37,7182.89,-1054.15,78,93,545
5651.93,2590.23,-3476.9,13,87,166
6043.67,5224.07,-979.77,8,105,371
14621.6,101775.0,277058.0,45,283,3965
13837.5,81157.4,493.269,57,272,3539
10604.4,28795.7,-1033.64,53,214,1469
9180.34,32883.0,-4972.0,14,189,1809
8157.81,26179.2,-3130.41,35,156,1364
9605.61,25791.3,-1073.77,29,174,1415
5829.79,7590.62,-314.23,16,99,583
11269.7,40163.5,574.835,29,193,2118
3435.07,687.88,-353.73,4,31,53
13386.9,66155.4,4410.8,33,279,2979
13897.0,96243.6,-2248.08,195,273,4429
3327.04,686.378,211.07,2,31,53
9761.17,19879.0,107281.0,27,157,1113
8109.34,12018.1,24310800.0,27,130,694
13170.5,41887.2,-158.296,127,278,1938
8091.74,9530.12,629165.0,30,138,554
3265.72,697.895,67.483,5,31,53
16294.9,156551.0,988.26,97,310,6737
4223.2,1718.89,-121.11,6,61,134
14077.5,91120.2,-2293.69,213,254,3973
3998.33,770.556,-2217.0,12,54,64
9107.27,27297.4,-3536.88,120,172,1412
8354.29,10575.2,-1373.48,138,139,587
7460.16,10315.0,-3540.0,67,125,585
8774.61,21929.8,794.71,38,143,1203
5597.27,7721.43,-1229.2,10,99,583
4350.13,715.587,-323.33,20,58,43
7914.9,12702.5,-1136.69,117,130,694
5784.59,3815.72,-633.861,129,51,132
7690.91,14003.4,306.88,21,127,802
4143.75,1680.35,-534.14,6,61,134
9416.31,11381.2,-337.873,36,156,654
4334.58,2752.01,-625.22,54,54,204
13165.7,91482.2,-2558.66,218,254,3885
6131.04,10362.3,-2079.18,21,109,689
4732.69,4157.21,-1044.77,97,72,340
9053.71,12279.9,1628.9,32,152,693
3729.69,511.031,-674.07,3,36,35
8779.94,14303.6,6379.0,90,140,845
8398.54,26080.0,-3730.0,32,157,1411
6368.01,1900.14,-1104.79,35,71,103
20591.9,275656.0,4343.29,52,420,9137
3649.53,711.038,41.98,5,31,53
8902.44,12778.7,130.419,122,136,619
9165.43,21389.1,-1208.16,97,143,1017
17102.4,164441.0,-6686.8,219,352,6744
6038.98,4939.18,-1147.27,112,96,347
9244.61,29972.0,-5500.0,33,172,1575
13678.4,57335.0,-5957.0,55,287,2405
20352.6,412977.0,-10304.1,67,470,14125
15601.1,155198.0,1734.3,103,310,6737
10421.3,26092.9,3639.18,35,214,1469
14667.5,53744.3,1174.73,111,215,2188
21687.9,271401.0,-10382.0,108,449,7353
6446.49,5354.28,-1164.2,13,99,321
4414.3,526.592,226.27,22,65,35
4630.07,2110.85,370.47,30,75,165
3630.31,558.999,-167.71,15,43,52
3601.46,500.881,-625.68,3,36,35
4267.2,543.673,118.84,22,65,35
6120.9,12954.6,-1046.1,13,103,883
3735.49,495.974,-818.59,1,36,35
3591.61,552.403,135.15,15,43,52
4263.09,2533.87,-475.78,28,63,184
3738.83,287.321,1736.7,11,54,28
10178.9,32119.0,-713.394,102,176,1922
5502.62,4438.66,-1419.18,20,88,292
9724.44,39769.8,1766510.0,104,207,1995
5713.88,4005.63,-876.309,83,88,318
4734.37,3289.44,-1300.53,150,71,249
6648.06,5614.61,-419.66,16,105,371
4074.07,700.281,-244.8,8,58,43
7342.72,7311.09,-786.802,66,109,486
11290.0,75283.0,-5918.0,48,249,3627
6898.04,2972.07,508390.0,1,99,167
12015.9,81386.0,-4906.0,47,235,3794
7659.93,16065.0,-3086.0,53,161,930
3497.69,579.113,175.71,14,51,45
9715.91,38953.1,6510.46,76,196,1885
5312.52,4804.23,85735.0,12,79,342
9211.73,13993.7,-672.817,118,148,729
4303.86,647.34,-442.09,17,58,43
7600.67,15705.7,96125.9,100,134,970
21100.1,166408.0,-9344.77,340,449,5537
8600.76,22370.0,-1212.0,239,143,1018
18052.1,314550.0,-10434.0,95,419,11869
7161.05,8051.06,-2263.47,102,109,546
11479.4,37997.5,-640.518,24,235,1818
5040.34,2823.64,-736.65,9,72,205
7907.13,13931.9,545.6,27,127,802
8880.22,19677.0,-3487.0,27,153,938
8450.32,20510.6,1666170.0,126,145,1156
5870.16,5220.81,-633.15,8,105,371
7546.03,13279.1,355.746,117,170,771
6716.2,17154.7,-2473.6,7,128,1065
8300.85,16660.5,-67.7442,187,133,890
9837.03,23313.1,1221220.0,120,166,1111
3719.74,511.303,-680.55,0,36,35
5176.82,4223.71,-529.958,23,79,317
7465.83,14268.9,-379.68,13,127,802
8015.65,9305.8,-2247.99,183,135,587
19272.8,211880.0,-12631.0,279,465,7599
24246.9,303265.0,-16011.0,71,512,9839
3461.03,704.21,-299.65,5,31,53
6916.11,4539.0,-2176.0,4,107,270
3714.38,562.463,-495.31,5,43,52
15628.8,158303.0,1883.0,106,310,6737
11413.1,55972.4,468.58,178,209,2967
9446.66,25609.0,-2785.0,16,151,977
6468.34,7525.81,-1639.52,78,93,545
12568.4,55272.1,-2259.8,50,220,2461
8733.54,44082.0,-5005.0,39,188,2188
4159.22,1540.79,-872.43,4,55,133
5045.95,3015.07,-2312.1,3,65,202
8480.1,9161.67,97674900.0,115,149,549
3948.54,2209.99,-1015.4,8,63,184
4244.95,2283.95,-411.29,21,63,184
4052.88,1320.92,-1158.1,1,57,129
6603.14,5069.53,-1069.45,12,99,321
4081.98,698.336,-684.55,21,58,43
6906.38,4068.85,-2416.57,71,101,249
6518.46,17442.3,-3362.7,7,128,1065
11160.0,57923.7,-1396.82,161,217,2904
4934.9,3395.31,-887.067,33,71,249
5729.31,2585.48,-3444.8,12,87,166
4860.41,2863.54,2595.25,112,67,224
6898.15,7854.08,-3536.8,11,117,427
7999.52,9959.13,-1957.76,21,123,621
12820.4,80795.9,2928000.0,55,252,3882
10029.0,43070.4,-962.508,120,197,2257
11503.3,52809.0,-168.445,132,209,2534
4058.03,2335.72,-952.14,17,63,184
13594.5,90956.0,-1887.66,215,254,3885
14113.6,127942.0,-9775.0,191,300,5011
6013.75,15105.0,-1785.4,15,125,1014
5872.35,4784.56,-795.595,21,85,343
6134.95,6293.03,-1923.0,17,108,424
13286.5,62631.9,-1746.1,309,233,2897
15613.2,155153.0,3580.1,98,310,6737
3733.47,439.797,-919.5,3,36,35
4324.69,1273.93,-254.15,15,55,88
9932.0,42738.6,-2163.11,225,159,2181
15854.2,166044.0,-285.954,43,320,6391
10601.2,37789.2,-3248.6,28,235,1818
9208.81,15635.0,-2743.0,11,140,767
4542.11,6876.31,119.73,27,68,481
4361.25,2259.94,-735.19,16,63,184
8522.8,26064.7,-2634.64,33,156,1364
14312.6,79326.5,-2970.31,244,336,3302
6089.06,4888.0,-2441.0,17,90,346
12594.3,63545.2,3247.5,49,279,2979
15793.5,216990.0,-9819.0,44,338,8323
20722.9,240262.0,-10723.0,291,537,8350
10284.1,20613.7,-945.426,29,157,1113
8281.29,8526.98,1976.3,41,144,553
6605.12,3505.68,59385.0,32,101,206
4014.71,385.936,1043.2,11,54,28
9404.15,37924.9,-2450.07,40,180,2054
4778.42,1601.77,-1365.7,5,70,131
12479.7,98417.0,-6600.0,24,249,4152
3831.53,562.61,-598.81,5,43,52
8907.6,14694.0,-3037.6,90,143,771
16986.0,162791.0,-2924.7,250,352,6744
4395.68,2656.67,-1280.1,22,65,202
8996.56,35056.2,-3728.39,95,191,1582
9998.35,33857.8,2004.66,66,199,1696
12144.6,36826.1,20720.2,149,225,1755
5982.09,4033.59,-645.86,15,100,294
6042.7,3197.0,-3861.0,15,127,270
9072.01,16872.3,63507.8,98,183,931
12652.6,81162.0,-4287.0,45,263,3299
6232.35,5669.95,-2974.0,18,121,398
21120.3,410478.0,53212.7,56,473,14125
11724.8,35923.0,-4267.0,74,226,1526
4455.79,355.218,-242.751,92,33,20
5232.83,4161.48,-965.817,18,79,317
15245.1,86195.5,319.331,103,301,3369
3977.35,621.273,-28.39,17,58,43
11744.3,37936.0,-1940.05,158,235,1818
15609.5,159320.0,3571.7,116,310,6737
3823.17,1224.34,-1110.5,10,55,88
3728.58,538.471,-521.04,5,43,52
5662.83,2523.39,1.0754,16,81,169
4542.28,5311.0,-2197.0,18,76,396
20116.0,250425.0,-12163.0,281,540,8870
4659.24,1988.28,-593.17,19,75,165
6167.82,11296.2,-1233.27,23,102,764
6051.02,5261.69,-1279.2,8,105,371
9495.31,30430.0,-688.372,41,171,1747
